Board or signal detail,Link,Manufacturer(s),ID,Version,Addr,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM3358 Mux mode 1,,,,,,,,mmc 1 d6,mmc 1 d7,mmc 1 d2,mmc 1 d3,-,-,-,-,lcd d18,lcd d19,lcd d22,lcd d21,lcd d16,lcd d17,lcd d20,lcd mclk,lcd d23,gpmc be1,gpmc clk,mmc 1 d5,mmc 1 d4,mmc 1 d1,mmc 1 d0,-,gpmc a8,gpmc a10,gpmc a9,gpmc a11,gpmc a18,gpmc a19,gpmc a17,gpmc a15,gpmc a16,gpmc a14,gpmc a12,gpmc a13,gpmc a6,gpmc a7,gpmc a4,gpmc a5,gpmc a2,gpmc a3,gpmc a0,gpmc a1,,,,,-,mii 1 crs,mii 1 col,mii 1 rxer,mii 1 txd3,mii 1 txen,gpmc a3,mii 1 txd2,mmc 2 wp,mmc 1 wp,timer 5,timer 6,uart 2 txd,uart 2 rxd,mii 1 rxdv,mmc 2 wp,qep 0 strobe,mmc 1 wp,qep 0 in B,pwm sync in,pwm 0 out B,pwm 0 tripzone,pwm 0 out A,,,,,,,,,,qep 0 index,-,uart 3 txd,qep 0 in A,mii 1 txd0,mii 1 txclk,mii 1 rxclk,mii 1 rxd3,,spi 1 cs 0,spi 1 cs 1,mii 1 txd1,,,,,,mii 1 rxd0,-,-,mii 1 rxd2,uart 4 txd,-,-,-,-,mii 1 rxd1,uart 4 rxd,timer 5,timer 6,rmii 1 refclk,rmii 0 crs/rxdv,uart 2 txd,rmii 0 rxd0,rmii 0 rxd1,uart 3 txd,uart 3 rxd,lcd mclk,rmii 0 rxer,uart 2 rxd,rmii 0 txd0,rmii 0 txd1,can 0 rx,can 0 tx,rmii 0 txen,dma event 2,-,-,-,-,-,-,-,timer 7,timer 4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,uart 3 rxd,gpmc a24,gpmc a25,gpmc a23,gpmc a22,gpmc a21,gpmc a20
AM3358 Mux mode 2,,,,,,,,-,-,-,-,timer 4,timer 7,timer 5,timer 6,mmc 1 d5,mmc 1 d4,mmc 1 d1,mmc 1 d2,mmc 1 d7,mmc 1 d6,mmc 1 d3,gpmc wait 1,mmc 1 d0,mmc 1 cmd,mmc 1 clk,-,-,-,-,-,gpmc a1,pru mii 0 crs,gpmc a2,pru mii 1 crs,qep 1 index,qep 1 strobe,qep 1 in B,pwm 1 out B,qep 1 in A,pwm 1 out A,pwm 1 tripzone,pwm sync out,pru edio in 6,pru edio in 7,pru mii 0 txd1,pru mii 0 txd0,pru mii 0 txd3,pru mii 0 txd2,pru mii 0 txclk,pru mii 0 txen,,,,,-,gpmc cs 4,gpmc cs 6,gpmc cs 5,rgmii 1 txd3,rgmii 1 txctl,rmii 1 crs/rxdv,rgmii 1 txd2,i²c 1 scl,i²c 1 sda,can 0 rx,can 0 tx,i²c 2 scl,i²c 2 sda,rgmii 1 rxctl,can 1 rx,asp 0 data 3,can 1 tx,asp 0 data 3,asp 0 data 2,-,-,-,,,,,,,,,,-,timer clkin,spi 1 cs 1,asp 0 data 2,rgmii 1 txd0,rgmii 1 txclk,rgmii 1 rxclk,rgmii 1 rxd3,,can 0 tx,can 0 rx,rgmii 1 txd1,,,,,,rgmii 1 rxd0,-,timer 4,rgmii 1 rxd2,can 1 rx,-,-,-,-,rgmii 1 rxd1,can 1 tx,uart 5 txd,uart 5 rxd,spi 1 clk,spi 1 data 0,rgmii 0 rxclk,rgmii 0 rxd0,rgmii 0 rxd1,rgmii 0 rxd2,rgmii 0 rxd3,rgmii 0 rxctl,spi 1 data 1,rgmii 0 txclk,rgmii 0 txd0,rgmii 0 txd1,rgmii 0 txd2,rgmii 0 txd3,rgmii 0 txctl,spi 1 cs 0,-,-,-,-,-,-,-,uart 2 rts,uart 2 cts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,eCAP 1,uart 3 cts,uart 3 rts,uart 5 rts,uart 5 cts,uart 4 rts,uart 4 cts
AM3358 Mux mode 3,,,,,,,,-,-,-,-,-,-,-,-,mmc 2 d1,mmc 2 d0,mmc 2 d5,mmc 2 d6,mmc 2 d3,mmc 2 d2,mmc 2 d7,mmc 2 clk,mmc 2 d4,pru edio in 7,pru edio in 6,-,-,-,-,-,pru edio in 2,pru edio in 4,pru edio in 3,pru edio in 5,asp 0 data 1,asp 0 tx hclk,asp 0 rx fs,asp 0 rx hclk,asp 0 rx clk,asp 0 data 0,asp 0 tx clk,asp 0 tx fs,qep 2 index,qep 2 strobe,qep 2 in A,qep 2 in B,pwm 2 tripzone,pwm sync out,pwm 2 out A,pwm 2 out B,,,,,-,rmii 1 crs/rxdv,mmc 2 d3,rmii 1 rxer,mmc 2 d1,rmii 1 txen,mmc 2 cmd,mmc 2 d2,pwm sync in,pwm 0 tripzone,i²c 2 scl,i²c 2 sda,pwm 0 out B,pwm 0 out A,mmc 2 d0,i²c 1 scl,asp 1 data 1,i²c 1 sda,asp 1 tx fs,spi 1 cs 0,spi 1 data 0,spi 1 data 1,spi 1 clk,,,,,,,,,,asp 1 data 0,clkout 1,pru eCAP,asp 1 tx clk,rmii 1 txd0,mmc 2 d4,mmc 2 d5,mmc 2 d6,,i²c 2 sda,i²c 2 scl,rmii 1 txd1,,,,,,rmii 1 rxd0,-,clkout 0,mmc 2 d7,i²c 1 scl,-,-,-,-,rmii 1 rxd1,i²c 1 sda,uart 3 rts,uart 3 cts,uart 5 rxd,i²c 1 sda,mmc 0 d6,asp 1 tx hclk,asp 1 data 3,mmc 0 d4,mmc 0 d5,uart 5 txd,i²c 1 scl,mmc 0 d7,asp 1 data 2,asp 1 rx fs,uart 4 txd,uart 4 rxd,timer 4,uart 5 txd,-,-,-,-,-,-,-,eCAP 1,eCAP 2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,mmc 0 pow,uart 2 rxd,uart 2 txd,uart 3 txd,uart 3 rxd,timer 6,timer 5
AM3358 Mux mode 4,,,,,,,,-,-,-,-,-,-,-,-,qep 2 in B,qep 2 in A,pwm 2 out B,pwm 2 tripzone,qep 2 strobe,qep 2 index,pwm sync out,pru mii 1 crs,pwm 2 out A,pru edio out 7,pru edio out 6,-,-,-,-,-,pru edio out 2,pru edio out 4,pru edio out 3,pru edio out 5,uart 5 rxd,asp 0 data 3,asp 0 data 3,asp 0 data 2,asp 0 data 2,-,uart 5 txd,uart 5 rxd,pru edio out 6,pru edio out 7,-,-,-,-,-,-,,,,,-,mmc 1 cd,gpmc dir,mmc 2 cd,gpmc a18,gpmc a16,pru mii 0 crs,gpmc a19,uart pru txd,uart pru rxd,spi 1 cs 1,spi 1 cs 0,uart pru rts,uart pru cts,gpmc a17,-,jtag emu 4,-,jtag emu 2,eCAP 2,mmc 1 cd,mmc 2 cd,mmc 0 cd,,,,,,,,,,jtag emu 3,timer 7,spi 1 clk,mmc 0 wp,gpmc a21,gpmc a22,gpmc a23,gpmc a24,,eCAP 2,eCAP 1,gpmc a20,,,,,,gpmc a27,-,spi 1 cs 1,gpmc a25,spi 1 data 1,-,-,-,-,gpmc a26,spi 1 data 0,mmc 0 wp,mmc 0 cd,asp 1 data 2,asp 1 tx clk,mmc 1 d1,asp 1 rx hclk,asp 1 rx fs,mmc 1 d3,mmc 1 d2,asp 1 tx clk,asp 1 tx fs,mmc 1 d0,asp 1 rx clk,asp 1 data 1,asp 1 data 0,asp 1 tx fs,asp 1 data 0,asp 1 data 3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,dma event 2,can 1 tx,can 1 rx,uart 1 ri,uart 1 dtr,uart 1 dsr,uart 1 dcd
AM3358 Mux mode 5,,,,,,,,-,-,-,-,-,-,-,-,pru mii 0 txd1,pru mii 0 txd2,pru mii 0 col,pru mii 0 txen,pru eCAP,pru mii 0 txd0,pru mii 0 txd3,pru mdio clock,pru mii 0 txclk,pru 1 out 13,pru 1 out 12,-,-,-,-,-,pru 1 out 8,pru 1 out 10,pru 1 out 9,pru 1 out 11,pru mii 0 rxclk,pru mii 0 rxdv,pru mii 0 rxer,pru mii 0 rxd0,pru mii 0 rxlink,pru mii 0 rxd1,pru mii 0 rxd3,pru mii 0 rxd2,pru 1 out 6,pru 1 out 7,pru 1 out 4,pru 1 out 5,pru 1 out 2,pru 1 out 3,pru 1 out 0,pru 1 out 1,,,,,-,pru mii 1 col,pru mii 1 rxlink,pru mii 1 txen,pru mii 1 txd2,pru mii 1 txclk,pru mdio data,pru mii 1 txd1,pru edio in 1,pru edio in 0,uart pru rts,uart pru cts,pru edio latch,pru edio sof,pru mii 1 txd3,uart pru txd,pru 0 out 7,uart pru rxd,pru 0 out 5,pru 0 out 3,pru 0 out 1,pru 0 out 2,pru 0 out 0,,,,,,,,,,pru 0 out 6,pru 0 in 16,mmc 0 wp,pru 0 out 4,pru mii 1 rxd3,pru mii 1 rxd2,pru mii 1 rxd1,pru mii 1 rxd0,,pru 1 out 14,pru 1 out 15,pru mii 1 txd0,,,,,,pru mii 1 rxer,-,pru 1 in 16,pru mii 1 rxclk,spi 1 cs 0,-,-,-,-,pru mii 1 rxdv,timer 7,mmc 1 clk,mmc 1 cmd,mmc 2 d3,uart 5 cts,uart 1 dsr,asp 1 rx clk,qep 0 strobe,uart 1 ri,uart 1 dtr,mmc 2 d0,uart 5 rts,uart 1 dcd,qep 0 in B,qep 0 in A,mmc 2 d2,mmc 2 d1,qep 0 index,mmc 0 pow,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,mmc 0 cd,pru 0 out 12,pru 0 out 13,pru 0 out 11,pru 0 out 10,pru 0 out 9,pru 0 out 8
AM3358 Mux mode 6,,,,,,,,-,-,-,-,-,-,-,-,pru 0 out 15,pru 0 out 14,-,-,pru 0 in 15,pru 0 in 14,-,asp 0 rx fs,-,pru 1 in 13,pru 1 in 12,-,-,-,-,-,pru 1 in 8,pru 1 in 10,pru 1 in 9,pru 1 in 11,uart 5 cts,uart 5 rts,uart 4 rts,uart 3 rts,uart 4 cts,uart 3 cts,uart 2 cts,uart 2 rts,pru 1 in 6,pru 1 in 7,pru 1 in 4,pru 1 in 5,pru 1 in 2,pru 1 in 3,pru 1 in 0,pru 1 in 1,,,,,-,uart 4 rxd,asp 0 rx clk,uart 4 txd,pwm 1 out A,pwm 1 tripzone,jtag emu 4,pwm 1 out B,pru edio out 1,pru edio out 0,pru edc latch 1,pru edc latch 0,jtag emu 3,jtag emu 2,pwm sync out,pru 0 in 16,pru 0 in 7,pru 1 in 16,pru 0 in 5,pru 0 in 3,pru 0 in 1,pru 0 in 2,pru 0 in 0,,,,,,,,,,pru 0 in 6,jtag emu 3,dma event 2,pru 0 in 4,qep 1 in B,qep 1 index,qep 1 strobe,asp 0 tx clk,,pru 1 in 14,pru 1 in 15,qep 1 in A,,,,,,asp 0 data 1,-,jtag emu 2,asp 0 tx fs,pru edc sync 1 out,-,-,-,-,asp 0 data 0,pru edc sync 0 out,mmc 2 clk,mmc 2 cmd,asp 0 data 2,uart 2 rxd,asp 0 tx fs,asp 0 data 3,mmc 2 clk,asp 0 data 1,asp 0 data 0,asp 0 rx clk,uart 2 txd,asp 0 tx clk,mmc 1 clk,mmc 1 cmd,asp 0 tx hclk,asp 0 rx fs,mmc 2 cmd,asp 1 tx hclk,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,jtag emu 4,pru 0 in 12,pru 0 in 13,pru 0 in 11,pru 0 in 10,pru 0 in 9,pru 0 in 8
AM3358 Mux mode 7,,,,,,,,gpio 1.06,gpio 1.07,gpio 1.02,gpio 1.03,gpio 2.02,gpio 2.03,gpio 2.05,gpio 2.04,gpio 1.13,gpio 1.12,gpio 0.23,gpio 0.26,gpio 1.15,gpio 1.14,gpio 0.27,gpio 2.01,gpio 0.22,gpio 1.31,gpio 1.30,gpio 1.05,gpio 1.04,gpio 1.01,gpio 1.00,gpio 1.29,gpio 2.22,gpio 2.24,gpio 2.23,gpio 2.25,gpio 0.10,gpio 0.11,gpio 0.09,gpio 2.17,gpio 0.08,gpio 2.16,gpio 2.14,gpio 2.15,gpio 2.12,gpio 2.13,gpio 2.10,gpio 2.11,gpio 2.08,gpio 2.09,gpio 2.06,gpio 2.07,,,,,-,gpio 0.30,gpio 1.28,gpio 0.31,gpio 1.18,gpio 1.16,gpio 2.00,gpio 1.19,gpio 0.05,gpio 0.04,gpio 0.13,gpio 0.12,gpio 0.03,gpio 0.02,gpio 1.17,gpio 0.15,gpio 3.21,gpio 0.14,gpio 3.19,gpio 3.17,gpio 3.15,gpio 3.16,gpio 3.14,,,,,,,,,,gpio 3.20,gpio 0.20,gpio 0.07,gpio 3.18,gpio 1.21,gpio 1.22,gpio 1.23,gpio 1.24,,gpio 1.10,gpio 1.11,gpio 1.20,,,,,,gpio 1.27,-,gpio 0.19,gpio 1.25,gpio 1.09,-,-,-,gpio 3.13,gpio 1.26,gpio 1.08,gpio 0.01,gpio 0.00,gpio 3.00,gpio 3.01,gpio 3.10,gpio 2.21,gpio 2.20,gpio 2.19,gpio 2.18,gpio 3.04,gpio 3.02,gpio 3.09,gpio 0.28,gpio 0.21,gpio 0.17,gpio 0.16,gpio 3.03,gpio 0.29,-,-,-,-,-,gpio 3.07,gpio 3.08,gpio 3.06,gpio 3.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gpio 0.18,-,-,-,-,gpio 0.06,gpio 2.30,gpio 2.31,gpio 2.29,gpio 2.28,gpio 2.27,gpio 2.26
AM3358 ZCZ/BSP 2nd ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T13,,,,,,,,,,,,,,,,,,,,,,,,,,,,D13,B12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD3358-SM 2nd ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Control register,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,9A8,9A0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Mux mode 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpmc cs 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp 0 data 1,asp 0 rx clk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Mux mode 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpmc a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,qep 0 index,qep 0 in A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Mux mode 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rmii 1 crs/rxdv,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,asp 0 data 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Mux mode 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmc 2 cmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp 1 data 0,asp 1 tx clk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Mux mode 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pru mii 0 crs,,,,,,,,,,,,,,,,,,,,,,,,,,,,jtag emu 3,mmc 0 wp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Mux mode 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pru mdio data,,,,,,,,,,,,,,,,,,,,,,,,,,,,pru 0 out 6,pru 0 out 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Mux mode 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jtag emu 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,pru 0 in 6,pru 0 in 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Mux mode 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpio 2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpio 3.20,gpio 3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeagleBone AI function,,,,,,,GND,P8.03,P8.04,P8.05,P8.06,P8.07,P8.08,P8.09,P8.10,P8.11,P8.12,P8.13,P8.14,P8.15,P8.16,P8.17,P8.18,P8.19,P8.20,P8.21,P8.22,P8.23,P8.24,P8.25,P8.26,P8.27,P8.28,P8.29,P8.30,P8.31,P8.32,P8.33,P8.34,P8.35,P8.36,P8.37,P8.38,P8.39,P8.40,P8.41,P8.42,P8.43,P8.44,P8.45,P8.46,P9.03 / P9.04 / 3.3V out from AI,P9.05 / P9.06 / 5V in to AI,P9.07 / P9.08 / 5V out from AI,P9.09 / power on,P9.10 / reset out,P9.11,P9.12,P9.13,P9.14,P9.15,,P9.16,P9.17,P9.18,P9.19,P9.20,P9.21,P9.22,P9.23,P9.24,P9.25,P9.26,P9.27,P9.28,P9.29,P9.30,P9.31,,AIN4,,AIN6,AIN5,AIN2,AIN3,AIN0,AIN1,,P9.41,P9.42,,user led 0,user led 1,user led 2,user led 3,user led 4,console in,console out,eMMC reset,,,,,,,,,,,,,,,,,eth mdio clk,eth mdio data,,,eth mii rx clk,eth mii rx d1,eth mii rx d2,eth mii rx d3,eth mii rx d3,,,eth mii tx clk,eth mii tx d0,eth mii tx d1,eth mii tx d2,eth mii tx d3,eth mii tx en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM5729 ABC ball,,,,,,,,AB8,AB5,AC9,AC3,G14,F14,E17,A13,AH4,AG6,D3,D5,D1,B4,A7,F5,E6,AC4,AD4,AD6,AC8,AC6,AC7,B3,E11,D11,C11,B10,C8,C7,C6,D8,A5,D7,E8,D9,F8,E7,E9,F9,F10,G11,F11,G10,,,,PMIC - G8,F23,B19,B14,C17,D6,AG4,,C5,B24,G17,R6,T9,AF8,B26,A22,F20,D18,E21,C3,A12,A11,B13,B12,,STMPE-3,,STMPE-0,STMPE-2,STMPE-7,STMPE-5,STMPE-4,STMPE-6,,C23,E14,,AF6,J11,AG5,AG3,AH6,B27,C26,F13,,,,,,,,,,,,,,,,,V1,U4,,,U5,Y2,V3,V4,W2,,,W9,U6,V6,U7,V7,V9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM5729 pinctrl register,,,,,,,,0x179C,0x17A0,0x178C,0x1790,0x16EC,0x16F0,0x1698,0x16E8,0x1510,0x150C,0x1590,0x1598,0x1570,0x15BC,0x1624,0x1588,0x158C,0x1780,0x177C,0x1798,0x1794,0x1788,0x1784,0x15B8,0x15D8,0x15C8,0x15D4,0x15CC,0x1614,0x1618,0x1610,0x1608,0x160C,0x1604,0x15FC,0x1600,0x15F4,0x15F8,0x15EC,0x15F0,0x15E4,0x15E8,0x15DC,0x15E0,,,,,0x1864,0x172C,0x16AC,0x1730,0x15AC,0x1514,,0x15B0,0x17CC,0x17C8,0x1440,0x1444,0x14F0,0x169C,0x17B4,0x168C,0x1694,0x1688,0x15A0,0x16E0,0x16D8,0x16DC,0x16D4,,,,,,,,,,,0x16A0,0x16E4,,0x1528,0x16C0,0x1520,0x151C,0x1500,0x17E0,0x17E4,0x16C8,,,,,,,,,,,,,,,,,0x163C,0x1640,,,0x1668,0x1678,0x1674,0x1670,0x167C,,,0x1650,0x1664,0x1660,0x165C,0x1658,0x1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM5729 mux mode 0,,,,,,,,mmc3_dat6,mmc3_dat7,mmc3_dat2,mmc3_dat3,mcasp1_axr14,mcasp1_axr15,xref_clk1,mcasp1_axr13,vin1a_d7,vin1a_d6,vin2a_d10,vin2a_d12,vin2a_d2,vin2a_d21,vout1_d18,vin2a_d8,vin2a_d9,mmc3_cmd,mmc3_clk,mmc3_dat5,mmc3_dat4,mmc3_dat1,mmc3_dat0,vin2a_d20,vout1_vsync,vout1_clk,vout1_hsync,vout1_de,vout1_d14,vout1_d15,vout1_d13,vout1_d11,vout1_d12,vout1_d10,vout1_d8,vout1_d9,vout1_d6,vout1_d7,vout1_d4,vout1_d5,vout1_d2,vout1_d3,vout1_d0,vout1_d1,,,,,rstoutn,mcasp3_axr0,mcasp1_aclkr,mcasp3_axr1,vin2a_d17,vin1a_d8,,vin2a_d18,spi2_cs0,spi2_d0,gpmc_a0,gpmc_a1,vin1a_vsync0,xref_clk2,spi1_cs1,gpio6_15,xref_clk0,gpio6_14,vin2a_d14,mcasp1_axr11,mcasp1_axr9,mcasp1_axr10,mcasp1_axr8,,,,,,,,,,,xref_clk3,mcasp1_axr12,,vin1a_d13,mcasp1_axr3,vin1a_d11,vin1a_d10,vin1a_d3,uart1_rxd,uart1_txd,mcasp1_axr5,,,,,,,,,,,,,,,,,mdio_mclk,mdio_d,,,rgmii0_rxc,rgmii0_rxd1,rgmii0_rxd2,rgmii0_rxd3,rgmii0_rxd0,,,rgmii0_txc,rgmii0_txd0,rgmii0_txd1,rgmii0_txd2,rgmii0_txd3,rgmii0_txctl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,spi4_d0,spi4_cs0,spi3_cs0,spi3_cs1,mcasp7_aclkx,mcasp7_fsx,mcasp2_axr9,mcasp7_axr1,,,,,,,,,,spi3_sclk,,spi4_d1,spi4_sclk,spi3_d0,spi3_d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcasp7_axr2,,,vin1b_d7,,,uart3_rtsn,uart3_ctsn,,,vin1b_de1,mcasp2_axr10,,mcasp1_axr9,mcasp2_axr8,mcasp1_axr8,,mcasp6_fsx,mcasp6_axr1,mcasp6_aclkx,mcasp6_axr0,,,,,,,,,,,mcasp2_axr11,mcasp7_axr0,,vin1b_d2,mcasp6_axr3,vin1b_d4,vin1b_d5,,,,mcasp4_axr3,,,,,,,,,,,,,,,,,uart3_rtsn,uart3_ctsn,,,,rmii0_txd1,rmii0_txen,,rmii0_txd0,,,uart3_ctsn,rmii0_rxd0,rmii0_rxd1,rmii0_rxer,rmii0_crs,uart3_rtsn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,uart10_ctsn,uart10_rtsn,uart5_ctsn,uart5_rtsn,mcasp7_aclkr,mcasp7_fsr,mcasp1_axr5,,,,,,,vin2b_d2,emu4,,,,,uart10_txd,uart10_rxd,uart5_txd,uart5_rxd,vin2b_d3,,,,,emu13,emu14,emu12,emu10,emu11,emu3,uart6_rxd,uart6_txd,emu8,emu9,emu6,emu7,emu2,emu5,uart5_rxd,uart5_txd,,,,,,mcasp2_axr14,,mcasp2_axr15,vin2b_d6,,,vin2b_d5,uart5_txd,uart5_rxd,vin3a_d16,vin3a_d17,,mcasp1_axr6,sata1_led,dcan2_rx,mcasp1_axr4,dcan2_tx,,mcasp6_fsr,,mcasp6_aclkr,,,,,,,,,,,,mcasp1_axr7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rmii1_txen,,,rmii1_txd0,,,,rmii1_rxd1,,,,,rmii1_rxd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,mcasp2_ahclkx,,vout3_d0,vout3_d1,mdio_mclk,rgmii1_txc,,rgmii1_rxd2,vin4a_d2,,,,,,,,,rgmii1_rxd3,vin4a_vsync0,vin4a_fld0,vin4a_hsync0,vin4a_de0,vin4a_d14,vin4a_d15,vin4a_d13,vin4a_d11,vin4a_d12,vin4a_d10,vin4a_d8,vin4a_d9,vin4a_d22,vin4a_d23,vin4a_d20,vin4a_d21,vin4a_d18,vin4a_d19,vin4a_d16,vin4a_d17,,,,,,uart7_ctsn,,uart7_rtsn,rgmii1_txd0,,,rgmii1_rxc,,,vout3_d16,vout3_d17,,mcasp3_ahclkx,spi2_cs1,uart10_txd,mcasp1_ahclkx,uart10_rxd,rgmii1_txd3,spi3_cs0,spi3_d1,spi3_d0,spi3_sclk,,,,,,,,,,,mcasp4_ahclkx,spi3_cs1,,,uart6_rtsn,,,vout3_d4,mmc4_sdcd,mmc4_sdwp,,,,,,,,,,,,,,,,,,mii0_col,mii0_txer,,,mii0_txclk,mii0_txd1,mii0_txen,mii0_txd2,mii0_txd0,,,mii0_rxd3,mii0_rxd0,mii0_rxd1,mii0_rxer,mii0_crs,mii0_rxd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
